################################################################################
# Data file for Pacific herring stock assessment using iSCAM (v2)
# Region(s):	Central Coast
# Created:	2017-08-03
# Edited:	
################################################################################
#
##### Model dimensions #####
1	# Number of areas (narea)
1	# Number of groups (ngroup)
1	# Number of sexes (nsex)
1951	# First year (syr)
2017	# Last year (nyr)
2	# Youngest age (sage)
10	# Plus group (nage)
5	# Number of gears (ngear)
#
##### Fishery flags #####
0	0.8938	0.1062	0	0	# TAC allocations (mean of last 20 years)
#
##### Age and population parameters #####
27	# Asymptotic length (linf)
0.48	# Brody growth coefficient (k)
0	# Theoretical age at zero length (t0)
4.5e-06	# Scalar in length-weight allometry (alpha)
3.127	# Power parameter in length-weight allometry (beta)
2.055	# Age at 50% maturity
0.05	# Standard deviation at 50% maturity
1	# Natural mortality indicator
0.24974 0.9 1. 1. 1. 1. 1. 1. 1.	# Maturity vector
#
##### Delay-difference parameters (not used) #####
0	# (kage)
0	# (alpha_g)
0	# (rho_g)
0	# (wk)
#
##### Catch (t*10^3) #####
99	# Number of observations
# Year	Gear	Area	Group	Sex	Type	Value
2016	2	1	1	0	1	0.213
1972	3	1	1	0	1	0.137
1973	3	1	1	0	1	1.112
1974	3	1	1	0	1	5.267
1975	3	1	1	0	1	5.395
1976	3	1	1	0	1	6.213
1977	3	1	1	0	1	6.904
1978	3	1	1	0	1	9.277
1980	3	1	1	0	1	0.528
1981	3	1	1	0	1	2.304
1982	3	1	1	0	1	4.071
1983	3	1	1	0	1	3.579
1984	3	1	1	0	1	3.582
1985	3	1	1	0	1	2.294
1986	3	1	1	0	1	1.176
1987	3	1	1	0	1	0.92
1988	3	1	1	0	1	0.97
1989	3	1	1	0	1	2.911
1990	3	1	1	0	1	3.046
1991	3	1	1	0	1	1.806
1992	3	1	1	0	1	1.111
1993	3	1	1	0	1	2.038
1994	3	1	1	0	1	2.122
1995	3	1	1	0	1	1.451
1996	3	1	1	0	1	0.402
1997	3	1	1	0	1	0.344
1998	3	1	1	0	1	0.646
1999	3	1	1	0	1	1.511
2000	3	1	1	0	1	0.972
2001	3	1	1	0	1	0.517
2002	3	1	1	0	1	0.399
2003	3	1	1	0	1	0.289
2014	3	1	1	0	1	0.687
#
##### Spawn (t*10^3) #####
2		# Number of survey types
37	30	# Number of years per survey
3	3	# Survey type (1=vuln. number, 2=vuln. biomass, 3=spawn biomass)
# Year	Spawn	Gear	Area	Group	Sex	Weight	Timing
1951	15.39	4	1	1	0	1	1
1952	10.295	4	1	1	0	1	1
1953	18.237	4	1	1	0	1	1
1954	13.967	4	1	1	0	1	1
1955	13.564	4	1	1	0	1	1
1956	6.626	4	1	1	0	1	1
1957	4.607	4	1	1	0	1	1
1958	3.549	4	1	1	0	1	1
1959	3.904	4	1	1	0	1	1
1960	12.615	4	1	1	0	1	1
1961	4.265	4	1	1	0	1	1
1962	11.948	4	1	1	0	1	1
1963	6.485	4	1	1	0	1	1
1964	6.464	4	1	1	0	1	1
1965	2.097	4	1	1	0	1	1
1966	1.863	4	1	1	0	1	1
1967	5.434	4	1	1	0	1	1
1968	5.79	4	1	1	0	1	1
1969	1.837	4	1	1	0	1	1
1970	8.23	4	1	1	0	1	1
1971	4.156	4	1	1	0	1	1
1972	3.572	4	1	1	0	1	1
1973	12.434	4	1	1	0	1	1
1974	8.852	4	1	1	0	1	1
1975	8.037	4	1	1	0	1	1
1976	13.849	4	1	1	0	1	1
1977	14.613	4	1	1	0	1	1
1978	7.747	4	1	1	0	1	1
1979	5.669	4	1	1	0	1	1
1980	12.957	4	1	1	0	1	1
1981	15.811	4	1	1	0	1	1
1982	16.239	4	1	1	0	1	1
1983	18.214	4	1	1	0	1	1
1984	13.788	4	1	1	0	1	1
1985	8.483	4	1	1	0	1	1
1986	20.056	4	1	1	0	1	1
1987	12.431	4	1	1	0	1	1
1988	26.467	5	1	1	0	1.1666	1
1989	21.098	5	1	1	0	1.1666	1
1990	28.551	5	1	1	0	1.1666	1
1991	18.429	5	1	1	0	1.1666	1
1992	42.594	5	1	1	0	1.1666	1
1993	31.717	5	1	1	0	1.1666	1
1994	28.79	5	1	1	0	1.1666	1
1995	21.343	5	1	1	0	1.1666	1
1996	20.344	5	1	1	0	1.1666	1
1997	27.016	5	1	1	0	1.1666	1
1998	29.736	5	1	1	0	1.1666	1
1999	30.208	5	1	1	0	1.1666	1
2000	30.81	5	1	1	0	1.1666	1
2001	24.334	5	1	1	0	1.1666	1
2002	20.318	5	1	1	0	1.1666	1
2003	24.401	5	1	1	0	1.1666	1
2004	28.245	5	1	1	0	1.1666	1
2005	23.903	5	1	1	0	1.1666	1
2006	9.081	5	1	1	0	1.1666	1
2007	9.264	5	1	1	0	1.1666	1
2008	4.255	5	1	1	0	1.1666	1
2009	10.771	5	1	1	0	1.1666	1
2010	8.671	5	1	1	0	1.1666	1
2011	10.534	5	1	1	0	1.1666	1
2012	7.592	5	1	1	0	1.1666	1
2013	20.369	5	1	1	0	1.1666	1
2014	13.309	5	1	1	0	1.1666	1
2015	32.146	5	1	1	0	1.1666	1
2016	32.508	5	1	1	0	1.1666	1
2017	23.517	5	1	1	0	1.1666	1
#
##### Number-at-age #####
3			# Number of gears
16	45	32	# Number of years per gear
2	2	2	# Youngest age
10	10	10	# Plus group
100	100	100	# Effective sample size
1	1	1	# Composition (1=age, 2=length)
# Year	Gear	Area	Group	Sex	2	3	4	5	6	7	8	9	10
1951	1	1	1	0	129	1518	2693	638	269	66	3	0	0
1952	1	1	1	0	267	1035	1551	1966	232	79	23	2	1
1953	1	1	1	0	274	822	702	779	297	39	13	0	0
1954	1	1	1	0	126	2222	646	147	41	5	0	2	0
1955	1	1	1	0	156	181	1749	213	36	9	0	0	0
1956	1	1	1	0	853	688	465	2880	146	17	2	0	1
1957	1	1	1	0	785	2377	506	292	693	34	1	0	0
1958	1	1	1	0	880	2298	474	48	22	21	0	0	0
1959	1	1	1	0	189	2463	1835	403	40	22	21	1	0
1960	1	1	1	0	616	328	375	79	16	1	1	0	0
1961	1	1	1	0	450	902	302	831	282	26	3	2	1
1962	1	1	1	0	78	464	145	21	80	19	1	0	0
1963	1	1	1	0	4	329	630	59	31	32	2	0	0
1964	1	1	1	0	164	549	320	118	17	1	0	0	0
1965	1	1	1	0	143	637	591	277	95	6	1	0	0
1977	1	1	1	0	2	65	37	59	16	13	6	0	0
1972	2	1	1	0	80	548	508	472	127	80	21	1	0
1973	2	1	1	0	16	670	247	206	156	25	6	2	0
1974	2	1	1	0	44	281	613	313	212	105	15	4	0
1975	2	1	1	0	103	2932	2269	2477	764	283	60	6	2
1976	2	1	1	0	163	637	2234	1132	912	246	80	13	1
1977	2	1	1	0	17	435	565	793	414	213	48	10	1
1978	2	1	1	0	3	359	212	278	323	152	49	15	5
1980	2	1	1	0	99	1933	170	235	106	67	18	10	3
1981	2	1	1	0	105	431	2147	263	230	88	20	11	3
1982	2	1	1	0	59	548	376	2112	182	160	51	17	3
1983	2	1	1	0	29	381	840	589	3109	274	169	40	14
1984	2	1	1	0	274	460	637	1143	1016	2563	142	52	6
1985	2	1	1	0	149	2052	410	457	698	638	987	24	7
1986	2	1	1	0	330	973	2379	516	384	404	367	697	37
1987	2	1	1	0	518	1181	748	1629	295	231	294	236	291
1988	2	1	1	0	59	3528	606	326	370	87	76	78	64
1989	2	1	1	0	72	260	4300	517	202	158	42	45	46
1990	2	1	1	0	121	403	347	4985	511	260	202	51	53
1991	2	1	1	0	226	1348	480	440	3947	453	166	105	33
1992	2	1	1	0	146	4241	828	199	250	1362	155	44	39
1993	2	1	1	0	318	597	5621	851	177	225	916	99	41
1994	2	1	1	0	85	1538	620	3888	549	148	199	257	24
1995	2	1	1	0	101	592	2254	897	4615	609	193	221	168
1996	2	1	1	0	667	1114	323	926	388	1698	325	83	77
1997	2	1	1	0	146	3892	1161	249	422	274	583	106	38
1998	2	1	1	0	34	2393	2793	553	155	202	198	192	51
1999	2	1	1	0	39	440	2141	1709	326	81	106	97	66
2000	2	1	1	0	16	865	490	1572	1186	263	53	41	41
2001	2	1	1	0	112	340	1194	517	1173	831	181	38	28
2002	2	1	1	0	337	1875	581	971	338	1124	475	78	15
2003	2	1	1	0	21	2060	1079	333	388	180	317	120	25
2004	2	1	1	0	37	225	2085	542	112	147	75	70	18
2005	2	1	1	0	42	2311	1037	2101	566	125	112	60	40
2006	2	1	1	0	53	702	3246	585	967	199	44	31	8
2007	2	1	1	0	32	700	444	739	190	185	37	10	3
2008	2	1	1	0	224	162	659	184	246	44	43	8	2
2009	2	1	1	0	130	2104	308	238	67	63	8	10	2
2010	2	1	1	0	41	387	1597	133	189	51	52	2	6
2011	2	1	1	0	124	1359	427	671	85	63	18	16	4
2012	2	1	1	0	171	236	1082	267	373	53	35	11	7
2013	2	1	1	0	36	659	177	333	77	78	6	4	2
2014	2	1	1	0	61	94	299	57	90	18	19	3	0
2015	2	1	1	0	9	532	183	291	65	75	10	5	1
2016	2	1	1	0	70	161	971	166	258	50	69	19	5
2017	2	1	1	0	43	252	196	662	132	137	35	18	10
1972	3	1	1	0	0	3	49	214	35	26	2	0	0
1973	3	1	1	0	0	4	40	71	33	7	2	1	0
1974	3	1	1	0	0	2	113	187	123	61	9	1	0
1975	3	1	1	0	0	17	133	240	85	33	11	0	0
1976	3	1	1	0	0	10	230	364	431	144	37	5	1
1977	3	1	1	0	0	5	59	161	143	61	18	6	0
1978	3	1	1	0	0	14	96	318	410	190	41	5	1
1980	3	1	1	0	0	9	7	68	65	72	31	18	4
1981	3	1	1	0	4	23	779	209	236	163	84	28	10
1982	3	1	1	0	0	32	79	1016	89	79	31	10	1
1983	3	1	1	0	0	9	129	234	1245	90	70	11	5
1984	3	1	1	0	0	3	34	152	200	696	55	13	6
1985	3	1	1	0	0	41	70	121	251	290	492	13	10
1986	3	1	1	0	0	19	256	128	107	171	141	238	9
1987	3	1	1	0	0	8	76	440	115	77	97	80	88
1988	3	1	1	0	0	24	58	84	154	86	42	57	61
1989	3	1	1	0	0	2	196	178	123	117	41	26	27
1990	3	1	1	0	0	0	10	551	143	53	66	9	15
1991	3	1	1	0	0	3	14	41	417	60	44	19	5
1992	3	1	1	0	0	54	54	33	51	475	76	26	11
1993	3	1	1	0	0	2	342	112	44	45	211	17	8
1994	3	1	1	0	0	30	94	1287	237	69	83	135	16
1995	3	1	1	0	0	3	112	101	823	135	23	29	41
1996	3	1	1	0	0	2	8	102	65	306	59	12	12
1997	3	1	1	0	0	7	15	32	117	99	197	37	10
1998	3	1	1	0	0	5	149	142	90	183	164	217	81
1999	3	1	1	0	0	1	132	416	166	62	51	57	42
2000	3	1	1	0	0	3	14	277	285	71	11	6	18
2001	3	1	1	0	0	0	39	46	422	225	57	9	2
2002	3	1	1	0	0	3	30	105	38	237	83	7	1
2003	3	1	1	0	0	4	33	103	238	104	306	114	23
2014	3	1	1	0	0	1	261	36	248	122	109	22	15
#
##### Weight-at-age (kg) #####
1	# Number of weight-at-age tables
67	# Number of years
# Year	Gear	Area	Group	Sex	2	3	4	5	6	7	8	9	10
1951	1	1	1	0	0.048	0.0842	0.1138	0.1371	0.1465	0.1559	0.161	0.173	0.148
1952	1	1	1	0	0.0466	0.0869	0.1121	0.1311	0.1476	0.1578	0.1636	0.173	0.148
1953	1	1	1	0	0.0358	0.0833	0.10780000000000001	0.1273	0.1474	0.1616	0.1699	0.173	0.148
1954	1	1	1	0	0.0262	0.0623	0.0934	0.1168	0.1378	0.133	0.1648	0.131	0.148
1955	1	1	1	0	0.038	0.0725	0.0966	0.1204	0.1429	0.1347	0.1648	0.159	0.148
1956	1	1	1	0	0.0406	0.0834	0.1107	0.1269	0.1435	0.1581	0.122	0.159	0.18
1957	1	1	1	0	0.0399	0.0821	0.1082	0.1222	0.1322	0.1487	0.173	0.159	0.1544
1958	1	1	1	0	0.0374	0.072	0.0956	0.1152	0.1306	0.1422	0.1589	0.1562	0.1557
1959	1	1	1	0	0.0391	0.0763	0.0934	0.1098	0.1037	0.1294	0.1345	0.127	0.1572
1960	1	1	1	0	0.045	0.0643	0.0812	0.1036	0.10780000000000001	0.147	0.124	0.152	0.1591
1961	1	1	1	0	0.0379	0.0771	0.0985	0.1207	0.1246	0.135	0.1223	0.1585	0.209
1962	1	1	1	0	0.0446	0.0803	0.1073	0.1363	0.1435	0.1551	0.122	0.1505	0.1671
1963	1	1	1	0	0.0598	0.0824	0.1034	0.1233	0.1425	0.1544	0.1655	0.1489	0.1696
1964	1	1	1	0	0.0457	0.0858	0.108	0.1271	0.1282	0.154	0.1337	0.1474	0.1724
1965	1	1	1	0	0.0525	0.1037	0.1271	0.1474	0.1675	0.1757	0.242	0.1515	0.1754
1966	1	1	1	0	0.0481	0.0859	0.1088	0.131	0.1413	0.1548	0.1571	0.1514	0.1787
1967	1	1	1	0	0.0501	0.0876	0.1109	0.133	0.1446	0.1588	0.1641	0.1499	0.1726
1968	1	1	1	0	0.0512	0.0891	0.1116	0.1324	0.1448	0.1595	0.1725	0.1498	0.1738
1969	1	1	1	0	0.0495	0.0904	0.1133	0.1342	0.1453	0.1606	0.1739	0.15	0.1746
1970	1	1	1	0	0.0503	0.0913	0.1143	0.1356	0.1487	0.1619	0.1819	0.1505	0.175
1971	1	1	1	0	0.0499	0.0889	0.1118	0.1332	0.1449	0.1591	0.1699	0.1503	0.1749
1972	1	1	1	0	0.0608	0.0945	0.1171	0.1413	0.1568	0.1645	0.1945	0.193	0.1742
1973	1	1	1	0	0.0587	0.0987	0.1304	0.1556	0.1733	0.1834	0.1972	0.234	0.1745
1974	1	1	1	0	0.0492	0.0869	0.1215	0.1432	0.165	0.1785	0.194	0.2142	0.1746
1975	1	1	1	0	0.0448	0.0836	0.1187	0.1444	0.1662	0.1862	0.1989	0.2037	0.2205
1976	1	1	1	0	0.0445	0.0814	0.1081	0.1356	0.1553	0.1754	0.1913	0.2004	0.21
1977	1	1	1	0	0.0605	0.0892	0.1166	0.1385	0.166	0.1844	0.1985	0.2219	0.225
1978	1	1	1	0	0.049	0.0855	0.1142	0.1338	0.1612	0.1863	0.216	0.2269	0.2442
1979	1	1	1	0	0.0496	0.0853	0.1158	0.1391	0.1627	0.1822	0.1997	0.2134	0.2149
1980	1	1	1	0	0.0435	0.0807	0.099	0.1229	0.1443	0.1625	0.1665	0.2007	0.2257
1981	1	1	1	0	0.0442	0.0765	0.1016	0.1193	0.1349	0.1536	0.1772	0.1812	0.2343
1982	1	1	1	0	0.0521	0.088	0.1094	0.13	0.1392	0.1518	0.1683	0.1824	0.1557
1983	1	1	1	0	0.0614	0.0907	0.1107	0.1292	0.1424	0.1493	0.1567	0.1726	0.1873
1984	1	1	1	0	0.059	0.09	0.1082	0.1223	0.1352	0.1419	0.1556	0.1761	0.1782
1985	1	1	1	0	0.062	0.0951	0.1234	0.1399	0.1502	0.1653	0.1734	0.1753	0.2029
1986	1	1	1	0	0.058	0.0989	0.1268	0.1422	0.1551	0.1667	0.1734	0.1802	0.2026
1987	1	1	1	0	0.0471	0.0914	0.1219	0.149	0.1665	0.1789	0.1845	0.1958	0.208
1988	1	1	1	0	0.0541	0.0842	0.1143	0.139	0.1711	0.1844	0.1889	0.1957	0.2089
1989	1	1	1	0	0.0563	0.083	0.1032	0.1301	0.1465	0.1728	0.1797	0.1804	0.1942
1990	1	1	1	0	0.0505	0.0831	0.1064	0.1261	0.1476	0.1683	0.1787	0.1877	0.1976
1991	1	1	1	0	0.0476	0.0844	0.1062	0.1288	0.1447	0.165	0.1784	0.1868	0.2021
1992	1	1	1	0	0.05	0.086	0.1055	0.1236	0.1362	0.1511	0.1683	0.1874	0.1959
1993	1	1	1	0	0.0494	0.0854	0.1052	0.1201	0.133	0.1404	0.1538	0.1667	0.1767
1994	1	1	1	0	0.0476	0.0831	0.1066	0.1225	0.1339	0.1481	0.1581	0.163	0.1707
1995	1	1	1	0	0.0443	0.079	0.1056	0.1233	0.1348	0.1438	0.1523	0.1559	0.1634
1996	1	1	1	0	0.0607	0.0781	0.1025	0.1258	0.1397	0.1476	0.1581	0.1655	0.1696
1997	1	1	1	0	0.0456	0.0761	0.0888	0.1054	0.132	0.1432	0.1493	0.1596	0.1621
1998	1	1	1	0	0.0415	0.0716	0.0874	0.1006	0.1173	0.1404	0.1462	0.154	0.1619
1999	1	1	1	0	0.0538	0.0681	0.0902	0.1054	0.1138	0.1292	0.1478	0.1545	0.1604
2000	1	1	1	0	0.0514	0.0771	0.0881	0.1127	0.1268	0.1377	0.145	0.166	0.1751
2001	1	1	1	0	0.0445	0.0734	0.0974	0.1061	0.1255	0.1358	0.1468	0.1569	0.1705
2002	1	1	1	0	0.0482	0.0667	0.0878	0.1084	0.1187	0.1295	0.1366	0.1414	0.1569
2003	1	1	1	0	0.047	0.0773	0.0881	0.1115	0.1265	0.1372	0.1433	0.1508	0.1619
2004	1	1	1	0	0.0481	0.0696	0.0912	0.0962	0.1125	0.1248	0.1362	0.1365	0.1485
2005	1	1	1	0	0.0378	0.0675	0.0752	0.1062	0.1091	0.1259	0.136	0.1404	0.1478
2006	1	1	1	0	0.0388	0.0605	0.0786	0.0919	0.1106	0.1147	0.1281	0.1347	0.1336
2007	1	1	1	0	0.041	0.0651	0.075	0.0955	0.1025	0.1184	0.1202	0.1397	0.1093
2008	1	1	1	0	0.0376	0.0573	0.0757	0.0873	0.1034	0.1153	0.126	0.1344	0.1475
2009	1	1	1	0	0.0332	0.0659	0.0727	0.0921	0.1035	0.1219	0.1346	0.1315	0.135
2010	1	1	1	0	0.0481	0.0667	0.0841	0.0928	0.1046	0.1034	0.1228	0.154	0.132
2011	1	1	1	0	0.0325	0.0601	0.0724	0.0912	0.1	0.1177	0.1185	0.1342	0.1562
2012	1	1	1	0	0.0309	0.0563	0.0743	0.0834	0.0986	0.1032	0.1125	0.1347	0.1304
2013	1	1	1	0	0.0459	0.0757	0.0845	0.0946	0.1038	0.1131	0.118	0.128	0.1395
2014	1	1	1	0	0.05	0.0663	0.0872	0.0938	0.1014	0.1074	0.1114	0.1067	0.1386
2015	1	1	1	0	0.0564	0.069	0.0754	0.0955	0.0995	0.1112	0.1159	0.111	0.105
2016	1	1	1	0	0.0487	0.0753	0.0859	0.0932	0.1113	0.1208	0.1191	0.1252	0.15
2017	1	1	1	0	0.0465	0.0766	0.0939	0.1035	0.1066	0.1196	0.1195	0.1106	0.1377
#
##### Annual mean weight (not used) #####
1 	# Number of weight-at-age tables
0 	# Number of observations per table
#
##### Marker for end of data file #####
999 	# End of file
